Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Habitat,TaxonCode,Previously_Obs
ANTI,,,ANTI-0053,Grassland,2018,2018-07-16,09:35:00,09:45:00,Brian Swimelar,3,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,30.2000007629395,62.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True,Grassland,94228.0,False
ANTI,,,ANTI-0053,Grassland,2018,2018-07-16,09:35:00,09:45:00,Brian Swimelar,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,30.2000007629395,62.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True,Grassland,84781.0,False
ANTI,,,ANTI-0053,Grassland,2018,2018-07-16,09:35:00,09:45:00,Brian Swimelar,3,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,,RBWO,False,False,30.2000007629395,62.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False,Grassland,84865.0,False
ANTI,,,ANTI-0053,Grassland,2018,2018-07-16,09:35:00,09:45:00,Brian Swimelar,3,5 - 7.5 min,Visualization,<= 50 Meters,False,Male,Eastern Bluebird,Sialia sialis,179801.0,,EABL,False,False,30.2000007629395,62.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False,Grassland,87184.0,False
ANTI,,,ANTI-0053,Grassland,2018,2018-07-16,09:35:00,09:45:00,Brian Swimelar,3,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Gray Catbird,Dumetella carolinensis,178625.0,,GRCA,False,False,30.2000007629395,62.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False,Grassland,89977.0,False
ANTI,,,ANTI-0053,Grassland,2018,2018-07-16,09:35:00,09:45:00,Brian Swimelar,3,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Fish Crow,Corvus ossifragus,179737.0,,FICR,False,False,30.2000007629395,62.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True,Grassland,87112.0,False
ANTI,,,ANTI-0074,Grassland,2018,2018-07-16,10:14:00,10:24:00,Brian Swimelar,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,32.5999984741211,59.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,84781.0,False
ANTI,,,ANTI-0074,Grassland,2018,2018-07-16,10:14:00,10:24:00,Brian Swimelar,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179034.0,,EAME,False,False,32.5999984741211,59.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,93601.0,False
ANTI,,,ANTI-0074,Grassland,2018,2018-07-16,10:14:00,10:24:00,Brian Swimelar,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,32.5999984741211,59.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,94257.0,False
ANTI,,,ANTI-0137,Grassland,2018,2018-07-17,05:58:00,06:08:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,,EABL,False,False,21.2000007629395,83.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,87184.0,False
ANTI,,,ANTI-0137,Grassland,2018,2018-07-17,05:58:00,06:08:00,Elizabeth Oswald,3,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,,MODO,False,False,21.2000007629395,83.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,82737.0,False
ANTI,,,ANTI-0137,Grassland,2018,2018-07-17,05:58:00,06:08:00,Elizabeth Oswald,3,5 - 7.5 min,Visualization,,True,Undetermined,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,21.2000007629395,83.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,95286.0,False
ANTI,,,ANTI-0137,Grassland,2018,2018-07-17,05:58:00,06:08:00,Elizabeth Oswald,3,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,,NOMO,False,False,21.2000007629395,83.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,88394.0,False
ANTI,,,ANTI-0137,Grassland,2018,2018-07-17,05:58:00,06:08:00,Elizabeth Oswald,3,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,21.2000007629395,83.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,84790.0,False
ANTI,,,ANTI-0137,Grassland,2018,2018-07-17,05:58:00,06:08:00,Elizabeth Oswald,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,,NOMO,False,False,21.2000007629395,83.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,88394.0,False
ANTI,,,ANTI-0137,Grassland,2018,2018-07-17,05:58:00,06:08:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,House Wren,Troglodytes aedon,178541.0,,HOWR,False,False,21.2000007629395,83.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,88306.0,False
ANTI,,,ANTI-0137,Grassland,2018,2018-07-17,05:58:00,06:08:00,Elizabeth Oswald,3,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Eastern Kingbird,Tyrannus tyrannus,178279.0,,EAKI,False,False,21.2000007629395,83.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,85757.0,False
ANTI,,,ANTI-0137,Grassland,2018,2018-07-17,05:58:00,06:08:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,21.2000007629395,83.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,83867.0,False
ANTI,,,ANTI-0137,Grassland,2018,2018-07-17,05:58:00,06:08:00,Elizabeth Oswald,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,21.2000007629395,83.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,83867.0,False
ANTI,,,ANTI-0137,Grassland,2018,2018-07-17,05:58:00,06:08:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,,EATO,False,True,21.2000007629395,83.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,83803.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,88350.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,House Wren,Troglodytes aedon,178541.0,,HOWR,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,88306.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Eastern Kingbird,Tyrannus tyrannus,178279.0,,EAKI,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,85757.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,,NOMO,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,88394.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Eastern Kingbird,Tyrannus tyrannus,178279.0,,EAKI,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,85757.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,,NOMO,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,88394.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,,BGGN,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,88038.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Warbling Vireo,Vireo gilvus,179023.0,,WAVI,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,93589.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,94257.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,2.5 - 5 min,Singing,<= 50 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,84781.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,84781.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,83867.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,84790.0,False
ANTI,,,ANTI-0138,Grassland,2018,2018-07-17,06:12:00,06:22:00,Elizabeth Oswald,3,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,House Wren,Troglodytes aedon,178541.0,,HOWR,False,False,21.3999996185303,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,88306.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,2.5 - 5 min,Visualization,,True,Undetermined,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,95286.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,83867.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,84790.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Eastern Kingbird,Tyrannus tyrannus,178279.0,,EAKI,False,False,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,85757.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,,EATO,False,True,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,83803.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,,MODO,False,False,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,82737.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,88350.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,84781.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,House Wren,Troglodytes aedon,178541.0,,HOWR,False,False,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,88306.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,94228.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,,BGGN,False,False,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,88038.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,95286.0,False
ANTI,,,ANTI-0128,Grassland,2018,2018-07-17,06:26:00,06:36:00,Elizabeth Oswald,3,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,21.3999996185303,89.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,84790.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,88350.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,5 - 7.5 min,Visualization,,True,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,,BHCO,False,False,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,94215.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,88350.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,,RBWO,False,False,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,84865.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,,EATO,False,True,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,83803.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,83867.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,,EATO,False,True,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,83803.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,,EATO,False,True,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,83803.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,84790.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,94228.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,83867.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,2.5 - 5 min,Visualization,,True,Undetermined,Mourning Dove,Zenaida macroura,177125.0,,MODO,False,False,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,82737.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,2.5 - 5 min,Visualization,,True,Undetermined,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,95286.0,False
ANTI,,,ANTI-0118,Grassland,2018,2018-07-17,06:44:00,06:54:00,Elizabeth Oswald,3,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,21.5,88.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,84781.0,False
